timestamp,power,coffee_brewed
2024-09-11 18:53:00,0.0,no
2024-09-11 18:54:00,0.0,no
2024-09-11 18:55:00,0.0,no
2024-09-11 18:56:00,0.0,no
2024-09-11 18:57:00,0.0,no
2024-09-11 18:58:00,0.0,no
2024-09-11 18:59:00,0.0,no
2024-09-11 19:00:00,0.0,no
2024-09-11 19:01:00,0.0,no
2024-09-11 19:02:00,0.0,no
2024-09-11 19:03:00,0.0,no
2024-09-11 19:04:00,0.0,no
2024-09-11 19:05:00,0.0,no
2024-09-11 19:06:00,0.0,no
2024-09-11 19:07:00,0.0,no
2024-09-11 19:08:00,0.0,no
2024-09-11 19:10:00,0.0,no
2024-09-11 19:10:29,0.0,no
2024-09-11 19:10:30,1223.4,no
2024-09-11 19:10:31,1223.5,no
2024-09-11 19:10:56,440.6,no
2024-09-11 19:10:57,440.6,no
2024-09-11 19:10:58,0.0,no
2024-09-11 19:11:00,0.0,no
2024-09-11 19:12:00,0.3,no
2024-09-11 19:12:53,40.4,yes
2024-09-11 19:12:54,1039.7,yes
2024-09-11 19:12:55,1284.6,yes
2024-09-11 19:13:00,1271.1,yes
2024-09-11 19:13:16,1125.4,yes
2024-09-11 19:13:17,1009.1,yes
2024-09-11 19:13:18,1270.1,yes
2024-09-11 19:13:19,1270.0,yes
2024-09-11 19:13:21,1193.1,yes
2024-09-11 19:13:22,14.1,yes
2024-09-11 19:13:24,0.0,no
2024-09-11 19:14:00,0.0,no
2024-09-11 19:14:39,47.8,no
2024-09-11 19:14:40,779.4,no
2024-09-11 19:14:41,779.4,no
2024-09-11 19:14:42,0.0,no
2024-09-11 19:14:46,77.1,no
2024-09-11 19:14:48,0.0,no
2024-09-11 19:14:52,71.9,no
2024-09-11 19:14:53,173.0,no
2024-09-11 19:14:55,0.0,no
2024-09-11 19:15:00,0.2,no
2024-09-11 19:16:00,0.0,no
2024-09-11 19:17:00,0.0,no
2024-09-11 19:17:54,95.0,no
2024-09-11 19:17:56,0.0,no
2024-09-11 19:18:00,0.0,no
2024-09-11 19:18:00,73.1,no
2024-09-11 19:19:00,0.0,no
2024-09-11 19:19:43,98.3,no
2024-09-11 19:19:45,0.0,no
2024-09-11 19:19:49,35.9,no
2024-09-11 19:19:50,703.6,no
2024-09-11 19:19:51,703.6,no
2024-09-11 19:19:52,0.0,no
2024-09-11 19:19:56,75.3,no
2024-09-11 19:19:58,0.0,no
2024-09-11 19:20:00,0.0,no
2024-09-11 19:21:00,0.0,no
2024-09-11 19:21:06,44.8,no
2024-09-11 19:21:07,1272.6,yes
2024-09-11 19:21:31,692.9,yes
2024-09-11 19:21:33,0.0,no
2024-09-11 19:21:37,732.8,no
2024-09-11 19:21:38,582.5,no
2024-09-11 19:21:39,582.5,no
2024-09-11 19:21:40,0.0,no
2024-09-11 19:21:44,139.0,no
2024-09-11 19:21:46,0.0,no
2024-09-11 19:21:50,37.8,no
2024-09-11 19:21:51,630.6,no
2024-09-11 19:21:53,0.0,no
2024-09-11 19:22:00,0.0,no
2024-09-11 19:22:37,0.0,no
2024-09-11 19:23:00,0.0,no
2024-09-11 19:24:00,0.0,no
2024-09-11 19:25:00,0.0,no
2024-09-11 19:26:00,0.0,no
2024-09-11 19:27:00,0.0,no
2024-09-11 19:28:00,0.0,no
2024-09-11 19:29:00,0.0,no
2024-09-11 19:30:00,0.0,no
2024-09-11 19:32:00,0.0,no
2024-09-11 19:33:00,0.0,no
2024-09-11 19:45:00,0.0,no
2024-09-11 19:45:10,4.9,no
2024-09-11 19:45:11,1286.6,yes
2024-09-11 19:45:11,1286.6,yes
2024-09-11 19:45:33,1173.1,yes
2024-09-11 19:45:33,1173.1,yes
2024-09-11 19:45:35,0.0,no
2024-09-11 19:45:35,0.0,no
2024-09-11 19:45:39,14.2,no
2024-09-11 19:45:39,14.2,no
2024-09-11 19:45:40,1241.9,no
2024-09-11 19:45:41,488.8,no
2024-09-11 19:45:41,488.8,no
2024-09-11 19:45:43,0.0,no
2024-09-11 19:45:43,0.0,no
2024-09-11 19:45:47,145.6,no
2024-09-11 19:45:47,145.6,no
2024-09-11 19:45:49,0.0,no
2024-09-11 19:45:49,0.0,no
2024-09-11 19:46:00,0.2,no
2024-09-11 19:46:02,129.0,no
2024-09-11 19:46:03,1292.5,no
2024-09-11 19:46:03,1292.5,no
2024-09-11 19:46:25,795.3,no
2024-09-11 19:46:25,795.3,no
2024-09-11 19:46:27,0.0,no
2024-09-11 19:46:27,0.0,no
2024-09-11 19:49:22,8.7,no
2024-09-11 19:49:23,1239.7,no
2024-09-11 19:49:23,1239.7,no
2024-09-11 19:49:25,1036.4,no
2024-09-11 19:49:25,1036.4,no
2024-09-11 19:49:27,0.0,no
2024-09-11 19:49:27,0.0,no
2024-09-11 19:49:31,139.0,no
2024-09-11 19:49:31,139.0,no
2024-09-11 19:49:32,207.8,no
2024-09-11 19:49:33,207.8,no
2024-09-11 19:49:34,0.0,no
2024-09-11 19:49:42,2.3,yes
2024-09-11 19:49:43,260.2,yes
2024-09-11 19:49:43,260.2,yes
2024-09-11 19:49:44,1296.7,yes
2024-09-11 19:49:45,1292.8,yes
2024-09-11 19:50:00,1290.9,yes
2024-09-11 19:50:05,1160.8,yes
2024-09-11 19:50:05,1160.8,yes
2024-09-11 19:50:06,14.1,no
2024-09-11 19:50:07,14.1,no
2024-09-11 19:50:08,0.0,no
2024-09-11 19:50:11,28.4,no
2024-09-11 19:50:11,28.4,no
2024-09-11 19:50:12,1244.6,no
2024-09-11 19:50:13,230.9,no
2024-09-11 19:50:13,230.9,no
2024-09-11 19:50:15,0.0,no
2024-09-11 19:50:15,0.0,no
2024-09-11 19:50:19,1198.8,no
2024-09-11 19:50:19,1198.8,no
2024-09-11 19:50:20,691.6,no
2024-09-11 19:50:21,691.6,no
2024-09-11 19:50:22,0.0,no
2024-09-11 19:55:00,0.0,no
2024-09-11 19:55:05,1.9,no
2024-09-11 19:55:05,1.9,no
2024-09-11 19:55:06,1217.1,no
2024-09-11 19:55:07,601.0,no
2024-09-11 19:55:07,601.0,no
2024-09-11 19:55:09,0.0,no
2024-09-11 19:55:09,0.0,no
2024-09-11 19:55:13,76.4,no
2024-09-11 19:55:13,76.4,no
2024-09-11 19:55:15,0.0,no
2024-09-11 19:55:15,0.0,no
2024-09-11 19:55:20,54.4,no
2024-09-11 19:55:21,1269.3,yes
2024-09-11 19:55:21,1269.3,yes
2024-09-11 19:55:37,350.0,yes
2024-09-11 19:55:37,350.0,yes
2024-09-11 19:55:38,442.9,yes
2024-09-11 19:55:39,1260.0,yes
2024-09-11 19:55:39,1260.0,yes
2024-09-11 19:55:43,84.0,yes
2024-09-11 19:55:43,84.0,yes
2024-09-11 19:55:44,446.9,yes
2024-09-11 19:55:45,1262.1,yes
2024-09-11 19:55:45,1262.1,yes
2024-09-11 19:55:49,873.2,yes
2024-09-11 19:55:49,873.2,yes
2024-09-11 19:55:51,0.0,no
2024-09-11 19:55:51,0.0,no
2024-09-11 19:56:00,0.2,no
2024-09-11 19:56:13,186.5,no
2024-09-11 19:56:13,186.5,no
2024-09-11 19:56:15,0.0,no
2024-09-11 19:56:15,0.0,no
2024-09-11 19:56:19,58.9,no
2024-09-11 19:56:19,58.9,no
2024-09-11 19:56:20,454.6,no
2024-09-11 19:56:21,454.6,no
2024-09-11 19:56:22,0.0,no
2024-09-11 19:56:26,75.3,no
2024-09-11 19:56:28,0.0,no
2024-09-11 20:01:00,0.0,no
2024-09-11 20:01:09,170.4,no
2024-09-11 20:01:09,170.4,no
2024-09-11 20:01:10,32.4,no
2024-09-11 20:01:11,32.4,no
2024-09-11 20:01:12,0.0,no
2024-09-11 20:01:15,10.4,no
2024-09-11 20:01:15,10.4,no
2024-09-11 20:01:16,812.1,no
2024-09-11 20:01:17,812.1,no
2024-09-11 20:01:18,0.0,no
2024-09-11 20:01:22,74.9,no
2024-09-11 20:01:24,0.0,no
2024-09-11 20:02:00,0.0,no
2024-09-11 20:03:00,0.0,no
2024-09-11 20:03:40,44.2,no
2024-09-11 20:03:41,942.4,no
2024-09-11 20:03:41,942.4,no
2024-09-11 20:03:43,0.0,no
2024-09-11 20:03:43,0.0,no
2024-09-11 20:03:47,73.7,no
2024-09-11 20:03:47,73.7,no
2024-09-11 20:03:49,0.0,no
2024-09-11 20:03:49,0.0,no
2024-09-11 20:03:53,75.6,no
2024-09-11 20:03:53,75.6,no
2024-09-11 20:03:54,22.6,no
2024-09-11 20:03:55,22.6,no
2024-09-11 20:03:56,0.0,no
2024-09-11 20:04:00,0.0,no
2024-09-11 20:05:00,0.0,no
2024-09-11 20:06:00,0.0,no
2024-09-11 20:07:00,0.0,no
2024-09-11 20:08:00,0.0,no
2024-09-11 20:09:00,0.0,no
2024-09-11 20:10:00,0.0,no
2024-09-11 20:11:00,0.0,no
2024-09-11 20:12:33,3.1,no
2024-09-11 20:12:33,3.1,no
2024-09-11 20:12:34,1220.0,no
2024-09-11 20:12:37,457.2,no
2024-09-11 20:12:37,457.2,no
2024-09-11 20:12:39,0.0,no
2024-09-11 20:12:39,0.0,no
2024-09-11 20:12:43,144.1,no
2024-09-11 20:12:43,144.1,no
2024-09-11 20:12:44,13.1,no
2024-09-11 20:12:45,13.1,no
2024-09-11 20:12:46,0.0,no
2024-09-11 20:12:58,13.7,yes
2024-09-11 20:12:59,899.7,yes
2024-09-11 20:12:59,899.7,yes
2024-09-11 20:13:00,899.7,yes
2024-09-11 20:13:00,1271.6,yes
2024-09-11 20:13:01,1269.9,yes
2024-09-11 20:13:22,774.6,yes
2024-09-11 20:13:23,774.6,no
2024-09-11 20:13:24,0.0,no
2024-09-11 20:13:34,86.8,no
2024-09-11 20:13:35,729.3,no
2024-09-11 20:13:35,729.3,no
2024-09-11 20:13:37,0.0,no
2024-09-11 20:13:37,0.0,no
2024-09-11 20:13:41,139.2,no
2024-09-11 20:13:41,139.2,no
2024-09-11 20:13:42,185.2,no
2024-09-11 20:13:43,185.2,no
2024-09-11 20:13:44,0.0,no
2024-09-11 20:14:00,0.3,no
2024-09-11 20:19:01,5.5,no
2024-09-11 20:19:01,5.5,no
2024-09-11 20:19:02,830.2,no
2024-09-11 20:19:03,830.2,no
2024-09-11 20:19:04,0.0,no
2024-09-11 20:20:00,0.2,no
2024-09-11 20:21:00,0.0,no
2024-09-11 20:21:26,80.4,no
2024-09-11 20:21:28,0.0,no
2024-09-11 20:21:32,61.0,no
2024-09-11 20:21:33,450.0,no
2024-09-11 20:21:33,450.0,no
2024-09-11 20:21:35,0.0,no
2024-09-11 20:21:35,0.0,no
2024-09-11 20:22:00,0.0,no
2024-09-11 20:23:00,0.0,no
2024-09-11 20:24:00,0.0,no
2024-09-11 20:24:35,2.4,no
2024-09-11 20:24:35,2.4,no
2024-09-11 20:24:36,1223.1,no
2024-09-11 20:24:37,989.1,no
2024-09-11 20:24:37,989.1,no
2024-09-11 20:24:39,0.0,no
2024-09-11 20:24:39,0.0,no
2024-09-11 20:24:43,75.2,no
2024-09-11 20:24:43,75.2,no
2024-09-11 20:24:45,0.0,no
2024-09-11 20:24:45,0.0,no
2024-09-11 20:24:55,15.6,no
2024-09-11 20:24:55,15.6,no
2024-09-11 20:24:56,1275.3,yes
2024-09-11 20:24:57,1268.3,yes
2024-09-11 20:25:00,1264.9,yes
2024-09-11 20:25:03,647.9,yes
2024-09-11 20:25:03,647.9,yes
2024-09-11 20:25:04,55.3,yes
2024-09-11 20:25:05,906.0,yes
2024-09-11 20:25:05,906.0,yes
2024-09-11 20:25:06,1270.1,yes
2024-09-11 20:25:07,1268.9,yes
2024-09-11 20:25:19,1198.7,yes
2024-09-11 20:25:20,968.4,yes
2024-09-11 20:25:21,968.4,no
2024-09-11 20:25:22,0.0,no
2024-09-11 20:25:27,35.1,no
2024-09-11 20:25:27,35.1,no
2024-09-11 20:25:29,0.0,no
2024-09-11 20:25:29,0.0,no
2024-09-11 20:25:33,83.1,no
2024-09-11 20:25:33,83.1,no
2024-09-11 20:25:34,1146.4,no
2024-09-11 20:25:35,1146.4,no
2024-09-11 20:25:36,0.0,no
2024-09-11 20:25:40,51.1,no
2024-09-11 20:25:41,916.1,no
2024-09-11 20:25:41,916.1,no
2024-09-11 20:25:43,0.0,no
2024-09-11 20:25:43,0.0,no
2024-09-11 20:26:00,0.0,no
2024-09-11 20:30:00,0.0,no
2024-09-11 20:31:00,0.0,no
2024-09-11 20:32:00,0.0,no
2024-09-11 20:33:00,0.0,no
2024-09-11 20:34:00,0.0,no
2024-09-11 20:35:00,0.0,no
2024-09-11 20:36:00,0.0,no
2024-09-11 20:37:00,0.0,no
2024-09-11 20:38:00,0.0,no
2024-09-11 20:39:00,0.0,no
2024-09-11 20:39:09,2.7,no
2024-09-11 20:39:09,2.7,no
2024-09-11 20:39:10,1235.3,no
2024-09-11 20:39:14,970.8,no
2024-09-11 20:39:15,970.8,no
2024-09-11 20:39:16,0.0,no
2024-09-11 20:39:20,67.4,yes
2024-09-11 20:39:21,1291.0,yes
2024-09-11 20:39:21,1291.0,yes
2024-09-11 20:39:43,878.9,yes
2024-09-11 20:39:43,878.9,yes
2024-09-11 20:39:45,0.0,yes
2024-09-11 20:39:45,0.0,yes
2024-09-11 20:39:49,76.2,no
2024-09-11 20:39:49,76.2,no
2024-09-11 20:39:51,0.0,no
2024-09-11 20:39:51,0.0,no
2024-09-11 20:39:55,59.2,no
2024-09-11 20:39:55,59.2,no
2024-09-11 20:39:56,1165.2,no
2024-09-11 20:39:57,12.6,no
2024-09-11 20:39:57,12.6,no
2024-09-11 20:39:59,0.0,no
2024-09-11 20:39:59,0.0,no
